Package;Class;Case;Execution;Result;TotalTime;NumInteractions;NumFallbacks
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;4;pass;7362;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;5;pass;7414;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;6;pass;7396;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;7;pass;7363;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;8;pass;7431;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;9;pass;7366;5;0
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;10;pass;7336;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;1;pass;9201;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;2;pass;8758;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;3;pass;8475;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;4;pass;8472;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;5;pass;8489;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;6;pass;8439;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;7;pass;8400;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;8;pass;8468;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;9;pass;8523;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;10;pass;8351;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;1;pass;9097;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;2;pass;8313;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;3;pass;8821;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;4;pass;8418;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;5;pass;8882;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;6;pass;8882;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;7;pass;8911;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;8;pass;8449;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;9;pass;8864;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToEventWorks;10;pass;9048;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;1;pass;9169;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;2;pass;8281;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;3;pass;8414;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;4;pass;8376;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;5;pass;8900;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;6;pass;8385;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;7;pass;8316;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;8;pass;8286;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;9;pass;8424;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToCouponWorks;10;pass;8790;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;1;pass;9368;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;2;pass;8259;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;3;pass;8358;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;4;pass;8794;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;5;pass;8720;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;6;pass;8826;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;7;pass;8395;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;8;pass;8416;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;9;pass;8302;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToStoreCardWorks;10;pass;8333;5;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;1;pass;11335;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;2;pass;10263;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;3;pass;10794;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;4;pass;10384;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;5;pass;10244;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;6;pass;10312;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;7;pass;10220;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;8;pass;10751;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;9;pass;10348;6;0
org.ligi.passandroid;TestPassEditActivityTypes;testSetToAnyThenGenericWorks;10;pass;10229;6;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;1;pass;14317;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;2;pass;14299;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;3;pass;14323;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;4;pass;14368;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;5;pass;14414;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;6;fail;13837;6;1
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;7;pass;14307;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;8;pass;14326;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;9;pass;14343;8;0
org.ligi.passandroid;TestCreatePassTabs;testColorWheelIsThere;10;pass;14337;8;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;1;pass;11635;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;2;pass;11693;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;3;pass;11677;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;4;pass;11677;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;5;pass;11666;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;6;pass;11739;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;7;pass;11699;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;8;pass;11721;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;9;pass;11670;7;0
org.ligi.passandroid;TestCreatePassTabs;testTimePickerWorks;10;pass;11717;7;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;1;pass;12896;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;2;pass;12893;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;3;fail;19613;5;2
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;4;pass;12906;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;5;pass;12937;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;6;pass;12912;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;7;pass;12929;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;8;fail;19519;5;2
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;9;pass;12899;8;0
org.ligi.passandroid;TestCreatePassTabs;testCalendarIsShown;10;fail;19885;5;2
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;1;fail;11357;3;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;2;pass;15502;10;0
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;3;fail;16026;6;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;4;fail;16024;6;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;5;pass;15520;10;0
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;6;fail;16082;6;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;7;fail;16207;6;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;8;pass;15572;10;0
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;9;fail;16144;6;1
org.ligi.passandroid;TestCreatePassTabs;testImageOptionsAreThere;10;fail;16126;6;1
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;1;pass;26554;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;2;pass;26556;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;3;pass;26599;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;4;pass;26551;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;5;pass;26544;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;6;pass;26609;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;7;pass;26576;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;8;pass;26549;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;9;pass;26532;13;0
org.ligi.passandroid;TestCreatePassTabs;testSwipeBackToFirstPage;10;pass;26580;13;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;1;fail;13734;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;2;pass;17346;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;3;pass;17337;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;4;pass;17378;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;5;pass;17357;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;6;pass;17372;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;7;fail;13750;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;8;fail;13825;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;9;pass;17322;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToQR;10;pass;17392;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;1;fail;18461;5;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;2;fail;23420;6;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;3;fail;11302;3;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;4;fail;16060;5;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;5;pass;17345;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;6;fail;16080;5;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;7;fail;13723;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;8;fail;16166;5;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;9;pass;17298;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToPDF417;10;pass;17377;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;1;pass;17383;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;2;pass;17377;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;3;pass;17341;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;4;pass;17389;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;5;pass;17309;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;6;pass;17349;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;7;fail;16200;5;1
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;8;pass;17378;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;9;pass;17356;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetToAZTEC;10;pass;17296;9;0
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;1;fail;13784;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;2;fail;11393;3;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;3;fail;13710;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;4;fail;11619;3;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;5;pass;18515;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;6;fail;13748;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;7;fail;13754;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;8;fail;13809;4;1
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;9;pass;18493;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;10;pass;18583;10;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;1;pass;16503;6;1
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;2;pass;10668;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;3;pass;10673;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;4;pass;10663;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;5;pass;10662;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;6;pass;10682;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;7;pass;10664;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;8;pass;10698;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;9;pass;10675;6;0
org.ligi.passandroid;TestEditPassProperties;testSetDescriptionWorks;10;pass;10690;6;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;1;pass;19955;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;2;pass;18810;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;3;pass;18867;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;4;pass;18889;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;5;pass;18882;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;6;pass;18871;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;7;pass;18893;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;8;pass;18869;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;9;pass;18844;10;0
org.ligi.passandroid;TestEditPassProperties;testCanSetAltMessage;10;pass;18889;10;0
org.ligi.passandroid;TestPassCreation;testCreatePass;1;pass;9384;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;2;pass;9375;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;3;pass;9414;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;4;pass;9378;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;5;pass;9450;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;6;pass;9371;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;7;pass;9414;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;8;pass;9398;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;9;pass;9408;6;0
org.ligi.passandroid;TestPassCreation;testCreatePass;10;pass;9395;6;0
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;1;fail;25286;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;2;fail;23105;7;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;3;fail;25626;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;4;fail;23109;7;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;5;fail;25335;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;6;fail;25385;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;7;fail;25312;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;8;fail;25291;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;9;fail;25282;8;1
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;10;fail;25206;8;1
org.ligi.passandroid;TestPassCreation;testDeletePass;1;pass;13406;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;2;pass;13416;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;3;pass;13443;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;4;pass;13461;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;5;pass;13431;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;6;pass;13456;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;7;pass;13556;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;8;pass;13429;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;9;pass;13439;8;0
org.ligi.passandroid;TestPassCreation;testDeletePass;10;pass;13434;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;1;pass;13908;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;2;pass;13882;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;3;pass;14021;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;4;pass;13906;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;5;pass;13935;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;6;pass;13930;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;7;pass;13926;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;8;pass;13918;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;9;pass;13933;8;0
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;10;pass;13951;8;0
org.ligi.passandroid;TestPassCreation;testEditPass;1;pass;10961;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;2;pass;10966;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;3;pass;11010;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;4;pass;10988;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;5;pass;10980;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;6;pass;10968;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;7;pass;11008;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;8;pass;10981;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;9;pass;11001;7;0
org.ligi.passandroid;TestPassCreation;testEditPass;10;pass;11004;7;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;1;pass;13520;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;2;pass;13495;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;3;pass;13526;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;4;pass;13593;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;5;pass;13691;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;6;pass;13533;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;7;pass;13517;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;8;pass;13530;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;9;pass;13515;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;10;pass;13663;9;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;1;pass;12370;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;2;pass;12373;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;3;pass;12529;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;4;pass;12454;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;5;pass;12390;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;6;pass;12421;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;7;pass;12337;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;8;pass;12554;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;9;pass;12515;8;0
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;10;pass;12425;8;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;1;pass;5365;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;2;pass;5387;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;3;pass;5381;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;4;pass;5388;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;5;pass;5370;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;6;pass;5380;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;7;pass;5363;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;8;pass;5360;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;9;pass;5417;4;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;10;pass;5379;4;0
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;1;pass;5368;4;0
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;2;pass;5370;4;0
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;3;pass;5372;4;0
