Package;Class;Case;Execution;TotalTime;NumInteractions
it.feio.android.omninotes;TestNoteCreation;testCreateNote;1;5442;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;2;5261;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;3;5132;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;4;5016;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;5;5061;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;6;5016;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;7;5331;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;8;5034;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;9;5434;5
it.feio.android.omninotes;TestNoteCreation;testCreateNote;10;5249;5
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;1;7570;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;2;8491;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;3;8144;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;4;7214;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;5;7095;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;6;6912;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;7;7199;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;8;7250;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;9;7099;8
it.feio.android.omninotes;TestNoteCreation;testDeleteNote;10;7128;8
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;1;13985;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;2;13860;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;3;13689;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;4;13311;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;5;13010;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;6;14014;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;7;13387;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;8;13740;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;9;13147;15
it.feio.android.omninotes;TestNoteCreation;testRestoreFromTrash;10;13227;15
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;1;7690;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;2;7755;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;3;7707;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;4;7567;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;5;7472;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;6;8159;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;7;7671;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;8;7623;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;9;7882;8
it.feio.android.omninotes;TestNoteCreation;testArchiveNote;10;7574;8
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;1;19395;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;2;18139;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;3;18140;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;4;17825;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;5;18627;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;6;18653;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;7;18781;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;8;18300;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;9;18277;17
it.feio.android.omninotes;TestNoteCreation;testSwipeLeftRight;10;18557;17
it.feio.android.omninotes;TestNoteCreation;testAddReminder;1;9514;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;2;9242;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;3;9333;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;4;9461;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;5;9470;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;6;9415;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;7;9664;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;8;10713;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;9;10240;8
it.feio.android.omninotes;TestNoteCreation;testAddReminder;10;9449;8
it.feio.android.omninotes;testSettings;testSettings1;1;4551;5
it.feio.android.omninotes;testSettings;testSettings1;2;4516;5
it.feio.android.omninotes;testSettings;testSettings1;3;4572;5
it.feio.android.omninotes;testSettings;testSettings1;4;4367;5
it.feio.android.omninotes;testSettings;testSettings1;5;4450;5
it.feio.android.omninotes;testSettings;testSettings1;6;4474;5
it.feio.android.omninotes;testSettings;testSettings1;7;4697;5
it.feio.android.omninotes;testSettings;testSettings1;8;4455;5
it.feio.android.omninotes;testSettings;testSettings1;9;4840;5
it.feio.android.omninotes;testSettings;testSettings1;10;4688;5
it.feio.android.omninotes;testSettings;testSettings2;1;4334;4
it.feio.android.omninotes;testSettings;testSettings2;2;4356;4
it.feio.android.omninotes;testSettings;testSettings2;3;4429;4
it.feio.android.omninotes;testSettings;testSettings2;4;4479;4
it.feio.android.omninotes;testSettings;testSettings2;5;4309;4
it.feio.android.omninotes;testSettings;testSettings2;6;4311;4
it.feio.android.omninotes;testSettings;testSettings2;7;4456;4
it.feio.android.omninotes;testSettings;testSettings2;8;4388;4
it.feio.android.omninotes;testSettings;testSettings2;9;4467;4
it.feio.android.omninotes;testSettings;testSettings2;10;4375;4
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;1;2907;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;2;2771;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;3;2773;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;4;2692;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;5;2628;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;6;2812;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;7;2709;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;8;3058;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;9;3296;3
it.feio.android.omninotes;TestHome;testTextNoteIsDisplayed;10;2933;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;1;2982;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;2;3098;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;3;3036;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;4;3008;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;5;3157;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;6;3032;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;7;3108;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;8;3085;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;9;3051;3
it.feio.android.omninotes;TestHome;testChecklistIsDisplayed;10;2983;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;1;3137;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;2;3087;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;3;3036;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;4;3016;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;5;3189;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;6;3160;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;7;2945;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;8;3060;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;9;3125;3
it.feio.android.omninotes;TestHome;testCameraIsDisplayed;10;3050;3
it.feio.android.omninotes;TestHome;testReducedViewMenu;1;4476;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;2;4691;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;3;4830;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;4;4573;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;5;4663;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;6;4604;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;7;4568;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;8;4677;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;9;4885;6
it.feio.android.omninotes;TestHome;testReducedViewMenu;10;4592;6
it.feio.android.omninotes;TestHome;testLeftMenuContent;1;4008;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;2;3753;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;3;3808;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;4;3895;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;5;3767;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;6;3696;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;7;3709;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;8;3763;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;9;3864;4
it.feio.android.omninotes;TestHome;testLeftMenuContent;10;3656;4
it.feio.android.omninotes;TestHome;testOrderByMenu;1;3661;6
it.feio.android.omninotes;TestHome;testOrderByMenu;2;3874;6
it.feio.android.omninotes;TestHome;testOrderByMenu;3;3646;6
it.feio.android.omninotes;TestHome;testOrderByMenu;4;3721;6
it.feio.android.omninotes;TestHome;testOrderByMenu;5;3677;6
it.feio.android.omninotes;TestHome;testOrderByMenu;6;3871;6
it.feio.android.omninotes;TestHome;testOrderByMenu;7;3803;6
it.feio.android.omninotes;TestHome;testOrderByMenu;8;3845;6
it.feio.android.omninotes;TestHome;testOrderByMenu;9;3776;6
it.feio.android.omninotes;TestHome;testOrderByMenu;10;3760;6
it.feio.android.omninotes;TestHome;testSearchButtons;1;4103;6
it.feio.android.omninotes;TestHome;testSearchButtons;2;4068;6
it.feio.android.omninotes;TestHome;testSearchButtons;3;4566;6
it.feio.android.omninotes;TestHome;testSearchButtons;4;4126;6
it.feio.android.omninotes;TestHome;testSearchButtons;5;3925;6
it.feio.android.omninotes;TestHome;testSearchButtons;6;4018;6
it.feio.android.omninotes;TestHome;testSearchButtons;7;4105;6
it.feio.android.omninotes;TestHome;testSearchButtons;8;4031;6
it.feio.android.omninotes;TestHome;testSearchButtons;9;4110;6
it.feio.android.omninotes;TestHome;testSearchButtons;10;3962;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;1;6206;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;2;6202;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;3;6106;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;4;6047;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;5;6043;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;6;6057;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;7;6417;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;8;6364;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;9;6236;6
it.feio.android.omninotes;TestSearchChecklist;testCreateChecklist;10;6345;6
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;1;8619;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;2;8857;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;3;8570;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;4;8468;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;5;8929;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;6;8376;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;7;8564;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;8;8751;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;9;8559;8
it.feio.android.omninotes;TestSearchChecklist;testDisableChecklist;10;8754;8
it.feio.android.omninotes;TestSearchChecklist;testSearch;1;8402;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;2;8678;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;3;8574;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;4;9078;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;5;8499;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;6;8872;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;7;8517;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;8;8662;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;9;8400;10
it.feio.android.omninotes;TestSearchChecklist;testSearch;10;8805;10
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;1;7002;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;2;7211;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;3;7087;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;4;7091;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;5;7166;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;6;7511;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;7;7470;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;8;7095;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;9;7799;7
it.feio.android.omninotes;TestSearchChecklist;testWrongSearch;10;7187;7
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;1;10720;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;2;10425;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;3;10112;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;4;10192;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;5;10244;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;6;10018;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;7;10048;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;8;10642;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;9;10545;12
it.feio.android.omninotes;TestAdditionalFeatures;testAddShortcut;10;10623;12
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;1;6504;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;2;6304;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;3;6404;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;4;6319;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;5;6456;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;6;6396;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;7;6281;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;8;6428;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;9;6542;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardChanges;10;6388;6
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;1;8590;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;2;8680;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;3;8562;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;4;8568;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;5;8729;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;6;8685;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;7;8776;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;8;8653;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;9;8718;9
it.feio.android.omninotes;TestAdditionalFeatures;testDiscardOnExistingNote;10;8925;9
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;1;6561;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;2;7920;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;3;7525;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;4;7357;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;5;6942;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;6;6652;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;7;6150;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;8;6407;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;9;6737;6
it.feio.android.omninotes;TestAdditionalFeatures;testTimestamp;10;6749;6
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;1;7523;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;2;7697;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;3;7321;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;4;7275;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;5;7038;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;6;7339;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;7;7075;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;8;7412;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;9;7503;10
it.feio.android.omninotes;TestAdditionalFeatures;testSketch;10;7298;10
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;1;7553;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;2;6853;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;3;7094;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;4;7020;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;5;6823;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;6;6730;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;7;7181;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;8;6982;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;9;7108;5
it.feio.android.omninotes;TestAdditionalFeatures;testRemoveCategory;10;7338;5
it.feio.android.omninotes;TestUndoOrder;testUndo;1;7668;6
it.feio.android.omninotes;TestUndoOrder;testUndo;2;7896;6
it.feio.android.omninotes;TestUndoOrder;testUndo;3;7669;6
it.feio.android.omninotes;TestUndoOrder;testUndo;4;8364;6
it.feio.android.omninotes;TestUndoOrder;testUndo;5;8470;6
it.feio.android.omninotes;TestUndoOrder;testUndo;6;8236;6
it.feio.android.omninotes;TestUndoOrder;testUndo;7;8100;6
it.feio.android.omninotes;TestUndoOrder;testUndo;8;8248;6
it.feio.android.omninotes;TestUndoOrder;testUndo;9;8380;6
it.feio.android.omninotes;TestUndoOrder;testUndo;10;8289;6
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;1;12103;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;2;12326;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;3;11557;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;4;11832;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;5;11239;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;6;11318;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;7;12193;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;8;11768;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;9;11140;9
it.feio.android.omninotes;TestUndoOrder;testTrashUndo;10;11957;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;1;11121;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;2;10751;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;3;10238;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;4;11341;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;5;10710;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;6;10893;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;7;11223;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;8;11093;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;9;10837;9
it.feio.android.omninotes;TestUndoOrder;testSelectAll;10;10609;9
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;1;11071;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;2;10804;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;3;11544;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;4;10998;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;5;11017;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;6;11087;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;7;11188;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;8;11631;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;9;11019;8
it.feio.android.omninotes;TestUndoOrder;testOrderByCreationDate;10;12323;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;1;11941;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;2;16269;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;3;12368;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;4;12422;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;5;11458;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;6;10901;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;7;11049;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;8;10840;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;9;11749;8
it.feio.android.omninotes;TestUndoOrder;testOrderByModificationDate;10;11820;8
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;1;3683;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;2;4070;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;3;3878;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;4;4055;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;5;3776;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;6;3699;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;7;4043;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;8;3626;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;9;3818;4
org.ligi.passandroid;TestHomeActivity;testCreatePassIsShown;10;4120;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;1;3936;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;2;3995;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;3;3950;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;4;4100;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;5;3833;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;6;3903;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;7;4198;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;8;3756;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;9;4027;4
org.ligi.passandroid;TestHomeActivity;testScanIsShown;10;4085;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;1;4048;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;2;3879;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;3;3842;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;4;3790;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;5;3924;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;6;3914;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;7;3804;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;8;3974;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;9;3932;4
org.ligi.passandroid;TestHomeActivity;testDemoPassIsShown;10;3811;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;1;3736;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;2;3803;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;3;3856;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;4;3882;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;5;3992;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;6;3894;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;7;5599;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;8;4268;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;9;4066;4
org.ligi.passandroid;TestHomeActivity;testOpenFileIsShown;10;3981;4
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;1;3943;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;2;3770;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;3;4015;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;4;3968;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;5;3929;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;6;4083;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;7;4037;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;8;4024;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;9;4035;3
org.ligi.passandroid;TestHomeActivity;testFabButtonGoesBackWithClick;10;3808;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;1;4950;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;2;4268;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;3;4173;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;4;4339;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;5;4233;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;6;3978;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;7;5017;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;8;4174;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;9;4254;3
org.ligi.passandroid;TestHomeActivity;testWhatIsIt;10;4281;3
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;1;4276;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;2;4270;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;3;4376;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;4;3970;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;5;4122;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;6;4222;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;7;4203;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;8;4386;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;9;4293;4
org.ligi.passandroid;TestHomeActivity;testLeftMenuIsShown;10;4265;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;1;5413;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;2;5297;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;3;5365;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;4;5332;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;5;5332;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;6;5434;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;7;5490;4
org.ligi.passandroid;TestPassEditActivityTypes;testSetToBoardingPassWorks;8;5383;4
