Package;Class;Case;Execution;TotalTime;NumInteractions
com.fsck.k9;MessageOperationsTest;testReplyAll;1;9116;8
com.fsck.k9;MessageOperationsTest;testReplyAll;2;9126;8
com.fsck.k9;MessageOperationsTest;testReplyAll;3;9146;8
com.fsck.k9;MessageOperationsTest;testReplyAll;4;9183;8
com.fsck.k9;MessageOperationsTest;testReplyAll;5;9126;8
com.fsck.k9;MessageOperationsTest;testReplyAll;6;9147;8
com.fsck.k9;MessageOperationsTest;testReplyAll;7;9183;8
com.fsck.k9;MessageOperationsTest;testReplyAll;8;9157;8
com.fsck.k9;MessageOperationsTest;testReplyAll;9;9127;8
com.fsck.k9;MessageOperationsTest;testReplyAll;10;9158;8
com.fsck.k9;MessageOperationsTest;testForward;1;10196;8
com.fsck.k9;MessageOperationsTest;testForward;2;10116;8
com.fsck.k9;MessageOperationsTest;testForward;3;10136;8
com.fsck.k9;MessageOperationsTest;testForward;4;10127;8
com.fsck.k9;MessageOperationsTest;testForward;5;10147;8
com.fsck.k9;MessageOperationsTest;testForward;6;10125;8
com.fsck.k9;MessageOperationsTest;testForward;7;10175;8
com.fsck.k9;MessageOperationsTest;testForward;8;10126;8
com.fsck.k9;MessageOperationsTest;testForward;9;10157;8
com.fsck.k9;MessageOperationsTest;testForward;10;10172;8
com.fsck.k9;MessageOperationsTest;testStarFromInside;1;4457;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;2;4415;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;3;4436;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;4;4427;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;5;4458;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;6;4426;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;7;4486;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;8;4501;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;9;4531;4
com.fsck.k9;MessageOperationsTest;testStarFromInside;10;4449;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;1;2593;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;2;2601;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;3;2651;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;4;2613;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;5;2553;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;6;2515;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;7;2526;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;8;2554;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;9;2515;4
com.fsck.k9;SelectReadUnreadTest;testSelectButtons;10;2546;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;1;2836;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;2;2815;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;3;2835;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;4;2862;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;5;2875;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;6;2813;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;7;2864;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;8;2851;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;9;2835;4
com.fsck.k9;SelectReadUnreadTest;testSelectAll;10;2827;4
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;1;5472;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;2;5451;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;3;5435;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;4;5471;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;5;5447;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;6;5426;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;7;5485;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;8;5426;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;9;5446;10
com.fsck.k9;SelectReadUnreadTest;testMarkTwoAsReadUnread;10;5426;10
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;1;5356;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;2;5335;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;3;5316;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;4;5347;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;5;5328;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;6;5363;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;7;5315;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;8;5347;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;9;5315;6
com.fsck.k9;SelectReadUnreadTest;testMarkAsReadUnread;10;5398;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;1;5216;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;2;5215;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;3;5263;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;4;5227;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;5;5258;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;6;5226;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;7;5285;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;8;5299;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;9;5215;6
com.fsck.k9;SelectReadUnreadTest;testSetUnsetStar;10;5236;6
com.fsck.k9;SendMessagesTest;testSendMessage;1;7206;8
com.fsck.k9;SendMessagesTest;testSendMessage;2;7216;8
com.fsck.k9;SendMessagesTest;testSendMessage;3;7271;8
com.fsck.k9;SendMessagesTest;testSendMessage;4;7247;8
com.fsck.k9;SendMessagesTest;testSendMessage;5;7228;8
com.fsck.k9;SendMessagesTest;testSendMessage;6;7285;8
com.fsck.k9;SendMessagesTest;testSendMessage;7;7272;8
com.fsck.k9;SendMessagesTest;testSendMessage;8;7246;8
com.fsck.k9;SendMessagesTest;testSendMessage;9;7215;8
com.fsck.k9;SendMessagesTest;testSendMessage;10;7285;8
com.fsck.k9;SendMessagesTest;testSentMessage;1;9963;12
com.fsck.k9;SendMessagesTest;testSentMessage;2;9924;12
com.fsck.k9;SendMessagesTest;testSentMessage;3;9953;12
com.fsck.k9;SendMessagesTest;testSentMessage;4;9916;12
com.fsck.k9;SendMessagesTest;testSentMessage;5;9936;12
com.fsck.k9;SendMessagesTest;testSentMessage;6;9975;12
com.fsck.k9;SendMessagesTest;testSentMessage;7;9926;12
com.fsck.k9;SendMessagesTest;testSentMessage;8;9946;12
com.fsck.k9;SendMessagesTest;testSentMessage;9;9956;12
com.fsck.k9;SendMessagesTest;testSentMessage;10;9945;12
com.fsck.k9;SendMessagesTest;testDraftDelete;1;13265;18
com.fsck.k9;SendMessagesTest;testDraftDelete;2;13254;18
com.fsck.k9;SendMessagesTest;testDraftDelete;3;13226;18
com.fsck.k9;SendMessagesTest;testDraftDelete;4;13246;18
com.fsck.k9;SendMessagesTest;testDraftDelete;5;13282;18
com.fsck.k9;SendMessagesTest;testDraftDelete;6;13226;18
com.fsck.k9;SendMessagesTest;testDraftDelete;7;13247;18
com.fsck.k9;SendMessagesTest;testDraftDelete;8;13228;18
com.fsck.k9;SendMessagesTest;testDraftDelete;9;13247;18
com.fsck.k9;SendMessagesTest;testDraftDelete;10;13416;18
com.fsck.k9;SendMessagesTest;testDraftSend;1;12547;17
com.fsck.k9;SendMessagesTest;testDraftSend;2;12514;17
com.fsck.k9;SendMessagesTest;testDraftSend;3;12567;17
com.fsck.k9;SendMessagesTest;testDraftSend;4;12527;17
com.fsck.k9;SendMessagesTest;testDraftSend;5;12558;17
com.fsck.k9;SendMessagesTest;testDraftSend;6;12527;17
com.fsck.k9;SendMessagesTest;testDraftSend;7;12597;17
com.fsck.k9;SendMessagesTest;testDraftSend;8;12601;17
com.fsck.k9;SendMessagesTest;testDraftSend;9;12496;17
com.fsck.k9;SendMessagesTest;testDraftSend;10;12503;17
com.fsck.k9;SendMessagesTest;testDiscard;1;7165;8
com.fsck.k9;SendMessagesTest;testDiscard;2;7101;8
com.fsck.k9;SendMessagesTest;testDiscard;3;7113;8
com.fsck.k9;SendMessagesTest;testDiscard;4;7163;8
com.fsck.k9;SendMessagesTest;testDiscard;5;7171;8
com.fsck.k9;SendMessagesTest;testDiscard;6;7174;8
com.fsck.k9;SendMessagesTest;testDiscard;7;7116;8
com.fsck.k9;SendMessagesTest;testDiscard;8;7134;8
com.fsck.k9;SendMessagesTest;testDiscard;9;7190;8
com.fsck.k9;SendMessagesTest;testDiscard;10;7086;8
