Package;Class;Case;Execution;Result;TotalTime;NumInteractions
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;1;pass;32408;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;2;pass;31813;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;3;pass;32530;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;4;pass;31744;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;5;pass;31734;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;6;pass;31787;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;7;pass;31635;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;8;pass;32296;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;9;pass;34936;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsReaderFit;10;pass;31741;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;1;pass;36314;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;2;pass;31727;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;3;pass;31770;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;4;pass;31686;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;5;pass;31650;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;6;pass;31647;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;7;pass;33507;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;8;pass;32260;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;9;pass;31716;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsAwake;10;pass;31737;18
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;1;pass;38362;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;2;pass;34186;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;3;pass;33900;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;4;pass;33886;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;5;pass;34334;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;6;pass;34712;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;7;pass;34590;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;8;pass;33861;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;9;pass;35130;19
ar.rulosoft.mimanganu;TestMangaVisualizationOptions;testOptionsScreen;10;pass;34586;19
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;1;pass;32065;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;2;pass;30183;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;3;pass;30474;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;4;pass;30700;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;5;pass;30685;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;6;pass;30438;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;7;pass;30164;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;8;pass;30565;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;9;pass;30460;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testSelectDeselectAll;10;pass;30433;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;1;pass;31820;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;2;pass;31414;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;3;pass;30655;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;4;pass;31480;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;5;pass;31027;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;6;pass;30973;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;7;pass;31503;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;8;pass;31422;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;9;pass;30844;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testMarkAllAsReadUnread;10;pass;31788;17
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;1;pass;31269;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;2;pass;27812;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;3;pass;27901;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;4;pass;29972;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;5;pass;27777;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;6;pass;27793;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;7;pass;27571;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;8;pass;27970;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;9;pass;27841;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyRead;10;pass;27902;14
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;1;pass;31804;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;2;pass;29932;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;3;pass;30894;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;4;pass;29427;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;5;pass;32169;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;6;pass;30009;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;7;pass;29860;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;8;pass;31957;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;9;pass;29640;15
ar.rulosoft.mimanganu;TestReadUnreadChapterEnhanced;testHideAlreadyReadInside;10;pass;30923;15
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;1;pass;27280;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;2;pass;25643;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;3;pass;25592;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;4;pass;25808;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;5;pass;25678;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;6;pass;25938;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;7;pass;26098;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;8;pass;25630;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;9;pass;25644;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByChapterNumber;10;pass;25635;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;1;pass;26002;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;2;pass;25701;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;3;pass;25827;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;4;pass;25615;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;5;pass;25638;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;6;pass;25640;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;7;pass;26227;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;8;pass;25619;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;9;pass;25750;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitle;10;pass;25658;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;1;pass;25962;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;2;pass;25516;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;3;pass;25537;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;4;pass;25622;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;5;pass;25520;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;6;pass;25582;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;7;pass;25655;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;8;pass;25555;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;9;pass;25711;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByTitleReverse;10;pass;25532;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;1;pass;25779;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;2;pass;25514;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;3;pass;25484;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;4;pass;25466;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;5;pass;25469;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;6;pass;25405;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;7;pass;25389;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;8;pass;25444;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;9;pass;25386;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAdded;10;pass;25471;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;1;pass;25821;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;2;pass;25412;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;3;pass;25692;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;4;pass;25366;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;5;pass;25337;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;6;pass;25427;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;7;pass;25370;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;8;pass;25396;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;9;pass;25459;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testSortByAsAddedDesc;10;pass;25345;14
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;1;pass;22818;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;2;pass;22609;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;3;pass;22608;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;4;pass;22588;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;5;pass;22592;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;6;pass;22577;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;7;pass;23053;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;8;pass;23244;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;9;pass;22611;12
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteFromInside;10;fail;21680;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;1;pass;23387;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;2;pass;22047;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;3;pass;22355;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;4;pass;22092;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;5;pass;22189;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;6;pass;22476;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;7;pass;22039;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;8;pass;22103;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;9;pass;22754;11
ar.rulosoft.mimanganu;TestSortChaptersDelete;testDeleteLongClick;10;pass;22377;11
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;1;pass;38441;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;2;pass;33691;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;3;pass;38617;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;4;pass;33990;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;5;pass;33646;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;6;pass;33598;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;7;pass;33527;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;8;pass;33950;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;9;fail;9038;2
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMoveToVault;10;pass;33669;19
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;1;pass;33884;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;2;pass;33562;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;3;pass;33977;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;4;pass;33623;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;5;pass;33908;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;6;pass;33615;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;7;pass;33648;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;8;pass;33554;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;9;pass;33687;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRemoveFromVault;10;pass;33635;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;1;pass;29167;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;2;pass;28225;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;3;pass;28091;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;4;pass;28505;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;5;pass;28021;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;6;pass;28095;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;7;pass;28068;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;8;pass;29046;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;9;pass;28202;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testMultipleManga;10;pass;28067;15
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;1;pass;33837;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;2;pass;34059;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;3;fail;18280;6
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;4;fail;18126;6
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;5;pass;33535;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;6;pass;34174;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;7;pass;33984;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;8;pass;34026;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;9;fail;18484;6
ar.rulosoft.mimanganu;TestAdvancedFeatures;testRightSearch;10;pass;34608;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;1;pass;35025;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;2;pass;34068;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;3;pass;35714;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;4;pass;34233;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;5;pass;35480;18
ar.rulosoft.mimanganu;TestAdvancedFeatures;testWrongSearch;6;pass;35607;18
