Package;Class;Case;Execution;Result;TotalTime;NumInteractions
org.ligi.passandroid;TestEditPassProperties;testCanSetMessage;10;pass;19868;10
org.ligi.passandroid;TestPassCreation;testCreatePass;1;pass;10243;6
org.ligi.passandroid;TestPassCreation;testCreatePass;2;pass;9936;6
org.ligi.passandroid;TestPassCreation;testCreatePass;3;pass;9931;6
org.ligi.passandroid;TestPassCreation;testCreatePass;4;pass;99360;6
org.ligi.passandroid;TestPassCreation;testCreatePass;5;pass;99370;6
org.ligi.passandroid;TestPassCreation;testCreatePass;6;pass;10082;6
org.ligi.passandroid;TestPassCreation;testCreatePass;7;pass;9938;6
org.ligi.passandroid;TestPassCreation;testCreatePass;8;pass;10074;6
org.ligi.passandroid;TestPassCreation;testCreatePass;9;pass;10223;6
org.ligi.passandroid;TestPassCreation;testCreatePass;10;pass;10024;6
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;1;fail;19309;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;2;fail;19288;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;3;fail;19349;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;4;fail;19344;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;5;fail;19347;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;6;fail;19377;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;7;fail;19302;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;8;fail;19372;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;9;fail;19314;8
org.ligi.passandroid;TestPassCreation;testCreateMultiplePasses;10;fail;19351;8
org.ligi.passandroid;TestPassCreation;testDeletePass;1;pass;15063;8
org.ligi.passandroid;TestPassCreation;testDeletePass;2;pass;15097;8
org.ligi.passandroid;TestPassCreation;testDeletePass;3;pass;14887;8
org.ligi.passandroid;TestPassCreation;testDeletePass;4;pass;14876;8
org.ligi.passandroid;TestPassCreation;testDeletePass;5;pass;14833;8
org.ligi.passandroid;TestPassCreation;testDeletePass;6;pass;15015;8
org.ligi.passandroid;TestPassCreation;testDeletePass;7;pass;14834;8
org.ligi.passandroid;TestPassCreation;testDeletePass;8;pass;14744;8
org.ligi.passandroid;TestPassCreation;testDeletePass;9;pass;15014;8
org.ligi.passandroid;TestPassCreation;testDeletePass;10;pass;15145;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;1;pass;14821;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;2;pass;14836;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;3;pass;14685;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;4;pass;14859;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;5;pass;14878;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;6;pass;15058;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;7;pass;14847;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;8;pass;14682;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;9;pass;14728;8
org.ligi.passandroid;TestPassCreation;testDeleteWithLongClick;10;pass;14891;8
org.ligi.passandroid;TestPassCreation;testEditPass;1;pass;11060;7
org.ligi.passandroid;TestPassCreation;testEditPass;2;pass;10325;7
org.ligi.passandroid;TestPassCreation;testEditPass;3;pass;10233;7
org.ligi.passandroid;TestPassCreation;testEditPass;4;pass;10221;7
org.ligi.passandroid;TestPassCreation;testEditPass;5;pass;10235;7
org.ligi.passandroid;TestPassCreation;testEditPass;6;pass;10240;7
org.ligi.passandroid;TestPassCreation;testEditPass;7;pass;10226;7
org.ligi.passandroid;TestPassCreation;testEditPass;8;pass;10269;7
org.ligi.passandroid;TestPassCreation;testEditPass;9;pass;10249;7
org.ligi.passandroid;TestPassCreation;testEditPass;10;pass;10249;7
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;1;pass;12222;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;2;pass;12171;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;3;pass;12111;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;4;pass;12173;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;5;pass;12146;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;6;pass;12297;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;7;pass;12138;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;8;pass;12172;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;9;pass;12218;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponClick;10;pass;12345;9
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;1;pass;12876;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;2;pass;12756;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;3;pass;12884;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;4;pass;12762;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;5;pass;12785;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;6;pass;12768;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;7;pass;12676;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;8;pass;12730;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;9;pass;12610;8
org.ligi.passandroid;TestPassCreation;testMenuIsShownUponLongClick;10;pass;12630;8
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;1;fail;5163;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;2;fail;5151;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;3;fail;5193;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;4;fail;5231;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;5;fail;5166;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;6;fail;5209;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;7;fail;5165;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;8;fail;5184;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;9;fail;5234;0
it.feio.android.omninotes.alpha;TestHome;testLeftMenuContent;10;fail;5193;0
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;1;pass;6367;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;2;pass;5869;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;3;pass;5818;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;4;pass;5812;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;5;pass;5792;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;6;pass;5789;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;7;pass;5805;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;8;pass;5762;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;9;pass;5767;4
it.feio.android.omninotes.alpha;TestHome;testTextNoteIsDisplayed;10;pass;5757;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;1;pass;5849;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;2;pass;5862;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;3;pass;5887;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;4;pass;5884;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;5;pass;5873;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;6;pass;5836;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;7;pass;5825;4
it.feio.android.omninotes.alpha;TestHome;testChecklistIsDisplayed;8;pass;6980;4
